VOLUME 1	VARIOUS CP/M UTILITY PROGRAMS
NUMBER	SIZE	NAME		COMMENTS
37.42	4K	INTEGER.BAS	(1) Arithmetic drill
37.44	13K	JRNL.BAS	(3) Accounting program
37.46	1K	MANPARTS.BAS	(4) Manufactured parts program
37.47	3K	NEWFRAC2.BAS	(1) Arithmetic Drill program
37.48	1K	PARTS.BAS	(4) Parts list generator
37.49	2K	PASSWORD.BAS	(5) Change BASIC keywords to protect programs
37.50	3K	PERCENT.BAS	(1) Arithmetic drill program
37.52	3K	VOLUME.BAS	(1) Arithmetic drill program
37.54	3K	WEIGHT.BAS	(1) Arithmetic drill program
37.56	3K	WHOLE.BAS	(1) Arithmetic drill program

VOLUME 38	CP/M speed up utilities (and bios auto-reloc)
		Tarbell controller utilities

38.1	5K	BVBOOT.ASM	(1) Boot for full sized..Tarbell running BVIOS
38.2	28K	BVIOS.ASM	(1) Compact BIOS .
38.3	56K	DFOCO.ASM	(2) Double Density FOrmat and..
38.4	8K	DFOCO.COM	(2) ..COpy option for Tarbell..
38.5	20K	DFOCO.DOC	(2) ..and Delta disk cntrlrs
38.6	1K	DMSPATCH.ASM	(1) FAST patch for Digital Micro Systems Drives
38.7	1K	DSCUSPAT.ASM	(1) FAST patch for Discus 2D
38.8	20K	FAST.ASM	(1) Speed up transients via..
38.9	2K	FAST.COM	(1) track & dir. buffering.
38.10	3K	FASTNSTL.DOC	(1) FAST installation doc
38.11	18K	FMAN.PRN	(1) FAST operations manual
38.12	18K	MACRO.LIB	(2) Used by DFOCO
38.13	1K	MICROPAT.ASM	(1) FAST patch for Micropolis
38.14	15K	PACKUP.ASM	(1) Part of FAST
38.15	4K	REL.ASM		(1) Relocation utility source
38.16	2K	REL.UTL		(1) Relocation utility
38.17	2K	RELCPM.DOC	(1) Doc on relocation pgms
38.18	1K	RELCPM.SUB	(1) Submit file for relocations
38.19	1K	RELED.SUB	(1) Submit file for relocations
38.20	2K	RELHDR.ASM	(1) Hdr for REL.UTL
38.21	3K	RSPEED.ASM	(1) Routine to determine how..
38.22	1K	RSPEED.COM	(1) ..FAST your disk reads,..
38.23	1K	SKEW2PAT.ASM	(1) Skew table patch for FAST
38.24	1K	SKEW3PAT.ASM	(1) Skew table patch for FAST
38.25	2K	SMAN.PRN	(1) SPEED operations manual..add to FMAN.PRN
38.26	5K	SPEED.COM	(1) CCP replacement with full track blocking 
38.27	3K	UTL.LIB		(1) Macro library for reloc.

VOLUME 39	MUSIC PROGRAMS:

39.1	2K	2PRTFJSB.MUS	(2) Source music score, BACH 2 part invention
39.2	4K	2PRTFJSB.NOT	(2) "Compiled" score
39.3	4K	AIR.MUS		(1) Source music score
39.4	1K	ALLEGRO.MUS	(1) Source music score
39.5	1K	AMERICA.MUS	(1) Source music score
39.6	3K	ARIA.MUS	(1) Source music score
39.7	2K	AWAVE.BAS	(2) Wave form generator
39.8	2K	AWAVE.INT	(2) INT of above
39.9	1K	BOOGIE.MUS	(1) Source music (diddling)
39.10	2K	BOUREE.MUS	(1) Source music score
39.11	1K	BREEZ.MUS	(1) Source music score
39.12	2K	CALIOPE.MUS	(1) Source music (Super!)
39.13	1K	CHOPS.MUS	(1) Source music score
39.14	3K	CHORALE.MUS	(1) Source music score
39.15	1K	DAISY.MUS	(1) Source music score
39.16	1K	ENTER.MUS	(1) Source music (Partial)
39.17	1K	FIX.SUB		(2) To remove (") from music..BASIC "compiled" 
39.18	3K	HUSTLE.MUS	(1) Source music score
39.19	1K	IRISH.MUS	(1) Source music score
39.20	2K	LAWRENCE.MUS	(1) Source music score (Arabia)
39.21	3K	LVBMIN.MUS	(2) Source music score
39.22	7K	LVBMIN.NOT	(2) Compiled score
39.23	2K	MAPLE.MUS	(1) Source music score
39.24	1K	MARINE.MUS	(1) Source music score
39.25	3K	MINWALZ.MUS	(1) Source music (L-uuuv it)
39.26	1K	MRIVER.MUS	(1) Source music score
39.27	5K	MUSIC.COM	(1) Executable code
39.28	13K	MUSIC.DOC	(1) Doc incl how to put..hardware on your micro
39.29	14K	MUSIC4.ASM	(2) The music driver program
39.30	2K	MUSIC4.COM	(2) COM of above
39.31	2K	MUSIC4.DOC	(2) Doc on MUSIC4
39.32	3K	MUSPAT.DOC	(3) DOC on following:
39.33	7K	MUSPAT.HEX	(3) HEX patch file
39.34	2K	MYLIFE.MUS	(1) Source music score
39.35	3K	NOTES.BAS	(2) Tune constructing program
39.36	2K	NOTES.INT	(2) INT of above
39.37	1K	PIC.MUS		(1) Source music score
39.38	3K	PRELUDE.MUS	(1) Source music score
39.39	1K	PUR2MIN.MUS	(2) Source music score
39.40	3K	PUR2MIN.NOT	(2) Compiled score
39.41	3K	REMOV".ASM	(2) Remove (") from a file
39.42	1K	REMOV".COM	(2) COM of above
39.43	1K	ROLLING.MUS	(1) Source music score
39.44	2K	SARABAND.MUS	(1) Source music score
39.45	2K	SMALL.MUS	(1) Source music score
39.46	3K	SPREAD.MUS	(1) Source music (Interesting,New Orleans jazz)
39.47	2K	STARWARS.MUS	(1) Source music score
39.48	2K	TINSOLD.MUS	(1) Source music (a start...)
39.49	2K	WALK.MUS	(1) Source music (Terriffikk)
39.50	1K	WAVES.MUS	(2) Source music score
39.51	3K	WHATI.MUS	(1) Source music score
39.52	3K	WIERD.MUS	(1) Source music score
39.53	2K	YANKEE.MUS	(1) Source music score (good!)

VOLUME 40	Various utilities, disk cataloging system, modem programs.

40.1	1K	/.COM		Quickie submit; Example:
40.2	1K	/.DOC		/ asm foo.bbz;load b:foo
40.3	1K	ALLOC.COM	Prints bit map of disk usage..
40.4	1K	ALLOC.DOC	..(update of prev 1.3 only one)
40.5	37K	BOOTER.ASM	Pascal boot for Tarbell & Delta
40.6	1K	CAT.COM		Part of master cataloging sys.
40.7	1K	CAT2.COM	Part of master cataloging sys.
40.8	5K	CATALOG.DOC	Doc on master cataloging system
40.9	1K	CK-FIX.COM	File checksum program
40.10	1K	CK-FIX.DOC	DOC on above
40.11	4K	COMPARE.ASM	See if two files match exactly
40.12	2K	COMPARE.COM	COM of above 'cause many macros
40.13	8K	CV.ASM		Split screen VDM 2 file compare
40.14	1K	CV.COM		..(requires MAC for assembly)
40.15	1K	CV.DOC		DOC on above
40.16	1K	D.COM		Shows what files are different
40.17	1K	D.DOC		..on a disk from some prev time
40.18	14K	DI.ASM		Directory listing program.Needs MACRO.LIB 
40.19	2K	DI.COM		COM of above
40.20	26K	DU.ASM		Disk utility: scan, patch, etc.
40.21	4K	DU.COM		COM of above.
40.22	1K	DU.DOC		DOC of above
40.23	1K	EJECT.ASM	"EJECT n" pages on CPM list dev
40.24	1K	FMAP.COM	File map (standalone, and part
40.25	1K	FMAP.DOC		of cataloging system)
40.26	9K	HEXDUMP.ASM	Binary to Hex (RequiresTDL asm)
40.27	1K	MAST.CAT	Sample master catalog
40.28	40K	MODEM4.ASM	Checksummed blocked file xfer
40.29	7K	MODEM4.DOC	DOC on above.  PMMI/Hayes/serl
40.30	3K	NSBOOT.ASM	Boot for National Semi 8221
40.31	12K	NSCBIOS.ASM	CBIOS for National Semi 8221
40.32	3K	PBOOT.ASM	Pascal boot loader for Tarbell
40.33	5K	PGEN.ASM	Boot mods for 512 long sectors
40.34	17K	PMMIBYE3.ASM	Dial in remote console prog.
40.35	7K	SPASCAL.DOC	Sam Singer's PASCAL mods
40.36	2K	UCAT.COM	Update catalog program
40.37	3K	VDMSAVE.ASM	Write VDM lines to a file

VOLUME 41	(1) Ham radio programs,(2) Chess program,(3) VDM Pong program
		(4) Fortran least squares curve fitting program

41.1	12K	BMAINT.BAS	(1) Ham maillist maint. BASIC/E
41.2	12K	BREPORT.BAS	(1) Ham maillist report
41.3	26K	CHESS.COM	(2) COM of 41.5
41.4	2K	CHESS.DOC	(2) DOC on chess program
41.5	24K	CHESS.FOR	(2) Cromemco Z-80 Fortran Chess
41.6	2K	CODE.BAS	(1) Simple Morse code receiver
41.7	3K	HAMPROGS.DOC	(1) Doc on BMAINT, BREPORT,RTTY, etc.
41.8	2K	LABELS.BAS	(1) Print return labels
41.9	6K	MOONLOC.DOC	(1) Doc on 41.10-41.13 which
41.10	3K	MOONLOC1.BAS	    are various versions of
41.11	3K	MOONLOC2.BAS	    programs to locate the
41.12	7K	MOONLOC3.BAS	    moon's position to do
41.13	5K	MOONLOC5.BAS	    moon bounces
41.14	8K	MORSE.ASM	(1) Morse send/receive prog.
41.15	7K	PONG.ASM	(3) PONG for the VDM (re-release of CPMUG 6.9)
41.16	8K	PRACTICE.ASM	(1) Morse code teacher
41.17	2K	RANDTEXT.BAS	(1) Generate text for 41.16
41.18	2K	RESIZE.DOC	(1) Part of ham maillist system
41.19	5K	RESIZE2.BAS	(1) Part of ham maillist system
41.20	5K	RESIZE3.BAS	(1) Part of ham maillist system
41.21	26K	RTTY.ASM	(1) RTTY send receive program
41.22	12K	SSPLIB.FOR	(4) Curve fitter/simultaneous linear solver.
41.23	10K	TEACH.ASM	(1) Morse Code teaching prog.
41.24	9K	TTY.ASM		(1) Baudot-coded-ASCII to ASCII
41.25	5K	TTYR.ASM	(1) Variation of 41.24
41.26	5K	TTYR1.ASM	(1) Variation of 41.24
41.27	5K	TTYX.ASM	(1) Xmit ASCII - conversion Baudot--->ASCII

VOLUME 42	(1) Disassemblers, (2) Diablo Driver, (3) Clock routines

42.1	9K	BIDI.ASM	(2) Bidirect. diablo driver
42.2	3K	CLKROM.ASM	(3) Computime(R) routines
42.3	1K	CT82.COM	SWTPC CT82 initializer
42.4	6K	CT82.Z80	TDL Z-80 source for above
42.5	44K	DIS.ASM		(1) TDL Z-80 Disassembler
42.6	5K	DIS.DOC		(1) Doc on above
42.7	3K	HOW2BS.DOC	Put backspace into your BIOS
42.8	2K	INIT.TEL	ZTEL-CT82 routines
42.9	17K	LIFE8.ASM	Fast, comprehensive life..
42.10	3K	LIFE8.COM	..program for the VDM
42.11	2K	LIFE8.DOC	Doc on above
42.12	27K	MNEMONIC.ASM	Memory test (look up MNEMONIC your dictionary)
42.13	7K	NBIOS.ASM	BIOS for TEI CP/M
42.14	4K	PTSRCNVT.ASM	Proc. Tech. Pkg. 1 or ALS-8..
42.15	2K	PTSRCNVT.COM	..to CP/M file conversion..
42.16	2K	PTSRCNVT.DOC	..program
42.17	13K	QUOTES.PRN	Words of wit and wisdom related to computers.
42.18	6K	RESOURCE.COM	(1) Conversational disassembler
42.19	26K	RESOURCE.DOC	(1) Doc on above
42.20	5K	START.ASM	Compucolor 8001 initializer
42.21	1K	START.COM	COM of above
42.22	2K	T.ASM		(3) Print time on the
42.23	1K	T.COM		    ..console
42.24	3K	TIME.ASM	(3) Compu-time (R) routine
42.25	2K	TIME.BAS	(3) Time display in MBASIC
42.26	5K	TIMESET.BAS	(3) Time set/read in MBASIC
42.27	25K	XT.ASM		(3) List to printer with..
42.28	2K	XT.COM		    ..time/date stamp
42.29	1K	XYZZY.COM	for  "Adventure" fans

VOLUME 43	DESCRIPTION: OSBORNE CBASIC2 ACCOUNTS PAYABLE AND 
		ACCOUNTS RECEIVABLE BUSINESS SOFTWARE PROGRAMS.


VOLUME 44	DESCRIPTION:	CBASIC2 PROGRAMS
		Osborne/McGraw-Hill General Ledger Programs.

44.42	3K	ROBO.BAS	Cunningham Math Game.
44.46	0K	TCGWOZ.TXT	Collected Great Works of Zoso *

VOLUME 45	DESCRIPTION:	Osborne/McGraw-Hill Payroll
		with Cost Accounting

VOLUME 46	CP/M utilities.

46.2	11K	CPM-FDOS.ASM	CPM to ICOM FDOS II transfer
46.3	17K	CPMLABEL.BAS	Make CPMUG disk labels
46.5	 5K	CPMLABEL.DOC	DOC on above
46.6	 8K	CRCK3.ASM	Full 16 bit CRC a file
46.7	 1K	CRCK3.COM	COM of above
46.8	16K	DU-8/12.ASM	Disk dump/patch, supports many controllers.
46.9	29K	DU-V61.ASM	version of CPMUG 40.20,single density only
46.10	 2K	DU/MAP.DOC	Doc. on CP/M directory format
46.11	 6K	FDOS-CPM.ASM	ICOM FDOS II to CP/M transfer
46.12	10K	MDIR8/17.ASM	Fancy directory list program,
46.13	 1K	MDIR8/17.COM	CP/M 1.4 (or 2.X, all users)
46.14	 6K	MLIST3.ASM	Type multiple files with lots of disk buffering
46.15	20K	PLINK823.ASM	Send/Rcv to memory via modem
46.16	22K	PMMIBYE5.ASM	Remote console program,
46.17	 3K	PMMIBYE5.DOC		update of 40.34
46.18	 2K	PTSRCNVT.COM	Convert Proc. Tech to CP/M ASM
46.19	 2K	PTSRCNVT.DOC	DOC on above
46.20	 7K	RETDL.COM	Disassembler to TDL mnemonics,see 42.18
46.21	13K	SURVEY3.ASM	Maps system memory/port usage and disk stat.
46.22	 1K	SURVEY3.COM	COM of above
46.23	20K	XD-7/4.ASM	Fancy directory list program
46.24	 2K	XD-7/4.COM	COM of above

VOLUME 47	CP/M Utility Disk. *

47.1	7K	ABSTRACT.047	Abstracts and reviews.
47.2	10K	BMAP7/11.ASM	Bit Map program.
47.3	22K	COPYFAST.ASM	Revision of Tarbell's COPY.ASM.
47.4	2K	COPYFAST.COM	COM of above.
47.5	18K	CYBER.ASM	Bob Van Valzah's Modem program
47.6	22K	DIAL6/23.ASM	Modem program with autodial for PMMI.
47.7	2K	DIAL6/23.DOC	DOC of above.
47.8	8K	DIRS9/8.ASM	Sorted directory program.
47.9	3K	FLIP3.ASM	Flips Answer/Originate mode under BYE.COM.
47.10	14K	MODEM.LIB	Maclib library for MODEM7.
47.11	43K	MODEM7.ASM	Latest and greatest revision MODEM.ASM.
47.12	8K	MODEM7.COM	COM of above.
47.13	16K	MODEM7.DOC	DOC of above.
47.14	3K	MODEM7.SET	Instructions for patching COM file
47.15	13K	PROM.ASM	Promburner program for the SSM PB1.
47.16	7K	UCOPY.ASM	Tarbell COPY program.

VOLUME 48       The BDS C Sampler Disk

48.1    17K     BDS-C.DOC       BDS-C users manual (*)
48.2     7K     BDSCIO.H        The standard library used to compile the pgms
48.3     8K     BUGS.C          <H> makes things crawl
48.4    11K     BUGS.COM                around on your screen
48.5     9K     HLIFE.C         <H> H19/H89 version of 48.9
48.6     8K     HLIFE.COM       <H>     "       "       ".10
48.7    13K     HSTONE.C        <H> "Awari" game program -
48.8    12K     HSTONE.COM      "       "
48.9     9K     LIFE.C          Good implementation of Conway's
48.10    8K     LIFE.COM                LIFE algorithm
48.11    5K     MM.C            Mastermind interesting guessing
48.12    7K     MM.COM                  game.  Try it and see
48.13   11K     OTHELLO.C       Game program
48.14   12K     OTHELLO.COM       "
48.15    7K     PPONG.C         <H> "Polish Pong" bounce the
48.16    7K     PPONG.COM               ball off "/" and "\"
48.17    8K     PRESSUP.C       Game program
48.18    8K     PRESSUP.COM     "       "
48.19    1K     R2.MAP          <H> map for rally game
48.20   10K     RALLY.C         <H> road rally arcade game
48.21   10K     RALLY.COM       <H> .COM of 48.20, but...
48.22    2K     RALLY.MAP       <H> another map for 48.21
48.23   10K     STONE.C         "Awari" game with "very smart
48.24    9K     STONE.COM               computer" opponent
48.25    2K     TABIFY.C        Turn multiple spaces into
48.26    6K     TABIFY.COM              proper CP/M tabs
48.27    7K     TTT.C           Tic-Tac-Toe that "exhaustively"
48.28    6K     TTT.COM                 tests for best move

Volume 49    	FORTRAN, RATIONAL FORTRAN PROGRAMS, CDOS ROUTINES FOR CP/M.

49.1	4K	4FDCBIOS.DOC	Files for running CP/M 2.0+
49.2	2K	4FDCBIOS.HEX
49.3	13K	4FDCBIOS.Z80	  on CDOS systems using this
49.4	1K	4FDCBOOT.HEX
49.5	2K	4FDCBOOT.Z80	  BIOS and BOOT.
49.6	11K	ABSTRACT.049	Abstracts of the files on this disk.
49.7	1K	ASMDEF.RAT	Used by LCAT, part of RATFOR.
49.8	6K	ASTRO.FOR	FORTRAN Astronomy program.
49.9	10K	CDOS.DOC	Comments on CDOS features.
49.10	2K	CDOSCOPY.COM	Full disk copy program
49.11	2K	CDOSCOPY.DOC	  for CDOS systems,
49.12	4K	CDOSCOPY.HEX	  single or double
49.13	26K	CDOSCOPY.PRN	  density, and single
49.14	12K	CDOSCOPY.Z80	  or double sided.
49.15	1K	CONSTS.RAT	Definitions of some frequently RATFOR Constants
49.16	1K	F77.DOC		FORTRAN 77 Documentation.
49.17	1K	F77DEF.RAT	FORTRAN 77 Functions.
49.18	2K	F77LIB.FOR	Definitions of some intrinsic FORTRAN 77 
49.19	3K	FILTER.Z80	Source code for emulating CDOS
49.20	1K	FILTER.HEX	  calls under standard CP/M.
49.21   6K	FILTER2.Z80	Modified version of FILTER
49.22	1K	FILTER2.HEX	  (above)
49.23	2K	INDEX.Z80	RATFOR Subroutine.
49.24	1K	INDEXT.FOR	Test for INDEX.Z80.
49.25	1K	IOER.Z80	Used by LCAT (RATFOR).
49.26	1K	LCAT.DOC	Used to concatenate Microsoft
49.27	3K	LCAT.RAT	  .REL files.
49.28	2K	MINV.DOC	Matrix Inversion Determinant
49.29	3K	MINV.FOR	  Calculator, FORTRAN and
49.30	3K	MINV.RAT	  RATFOR source code.
49.31	2K	RATCOMNS.RAT	Used by RATFOR.
49.32	3K	RATFOR.DOC	Documentation of RATFOR.
49.33	40K	RATFOR.FOR	FORTRAN source code for RATFOR.
49.34	25K	RATFOR.RAT	RATFOR source code for RATFOR.
49.35	17K	RATFOR.REL	Microsoft .REL file 
49.36	1K	READLB.Z80	Subroutine for SCOPY (RATFOR).
49.37	1K	RFG.CMD		CDOS equivelent of a submit file. (^=$).
49.38	1K	SCOPY.DOC	Direct Disk I/O (RATFOR).
49.39	2K	SCOPY.FOR	  FORTRAN source code.
49.40	1K	SORTI.DOC	Quicksort program (RATFOR).
49.41	2K	SORTI.FOR	  FORTRAN Source code.
49.42	3K	SORTI.RAT	  RATFOR Source code.
49.43	1K	TRNSLT.Z80	Used by RATFOR.


VOLUME 50	Bob Van Valzah's "Pascal Pascal Compiler"
		and SPEED for CP/M 2.2 & a few miscellaneous
		programs for printing via UNIX.

50.1	1K	A.OCO		Sample program, eight queens problem 
50.2	1K	A.PCO		Sample program P-code, ready for PFET.COM		
50.3	5K	ABSTRACT.050	Abstracts for this volume.
50.4	2K	COMPARE.COM	Vital program for compiler writers.
50.5	2K	CPMDIR.C	Prints CP/M DIR on UNIX.
50.6	2K	CRCK.COM	CRC program for validating files on this disk.
50.7	2K	CRCKLIST.CRC	CRC list of files on this disk.
50.8	3K	DISK.DOC	Bob's comments.
50.9	1K	DMSPATCH.ASM	For use with SPEED.
50.10	1K	DSCUSPAT.ASM	For use with SPEED.
50.11	3K	EQ.COM		Prints all solutions to the
50.12	2K	EQ.PAS		   eight queens problem.
50.13	18K	FMAN.PRN	FAST users manual (for SPEED).
50.14	5K	FROMCPM.C	Print CP/M file via UNIX stdout.
50.15	1K	FWD.PAS		Forward Procedure Declarations.
50.16	6K	HW5.COM		Builds optimal binary search
50.17	15K	HW5.PAS		   tree & decodes a message.
50.18	1K	HW5DATA.	Sample data for above program.
50.19	1K	MICROPAT.ASM	For use with SPEED.
50.20	6K	PASYNTAX.DOC	Syntax graphs for PPC compiler.
50.21	1K	PC.SUB		Submit file to compile a PPC program.
50.22	7K	PFET.COM	Object code of Pcode to 8080 translator.
50.23	11K	PFET.PAS	Source of above.
50.24	1K	PHONE.C		spelling aid                
50.25	1K	PLAYDATA.	Sample data for above program.
50.26	13K	PLAYKAL.PAS	determine best moves in game of Kalah.
50.27	2K	POPS.DOC	DOC for Pcodes used by PPC.
50.28	1K	POWTWO.PAS	PPC Program to print negative powers of two.
50.29	16K	PPC.COM		Pascal Pascal Compiler.
50.30	10K	PPC.DOC		DOC for above file.
50.31	26K	PPC.PAS		Pascal source for above file.
50.32	2K	PSTACK.DOC	DOC on run-time P-machine stack.
50.33	3K	REGEN.DOC	Notes on how to modify & compile PPC.PAS.
50.34	3K	RSPEED.ASM	For use with SPEED.
50.35	1K	RSPEED.COM	For use with SPEED.
50.36	11K	RTP.ASM		Source for run-time package.
50.37	2K	RTP.COM		Object of above.
50.38	1K	SKEW2PAT.ASM	For use with SPEED.
50.39	1K	SKEW3PAT.ASM	For use with SPEED.
50.40	2K	SMAN.PRN	SPEED users manual.
50.41	5K	SPEED.COM	SPEED for CP/M 1.4
50.42	5K	SPEED2.COM	SPEED for CP/M 2.2
50.43	1K	STIRLING.PAS	Prints a table of Stirling Numbers.
50.44	4K	TESTER.PAS	Tests functionality of PPC.
50.45	1K	VALIDATE.SUB	Submit file 

VOLUME 50	STAGE2 MACRO PROCESSOR

51.1	2K	ABSTRACT.051	Overview of volume
51.2	16K	ALX.S2M		Assembly Language Extension macros
51.3	3K	ALX-.DOC	Doc on above
51.4	3K      ALXTEST.ALX	Sample macros to test above
51.5	4K	CIO.ALX		Console I/O routines in ALX
51.6	2K	CRCK.COM	Keith Petersen's program to CRC check files
51.7	1K	CRCKLIST.CRC	Contains the CRCs for all files 
51.8	2K	DEMO.S2M	Interactive STAGE2 demo macros.
51.9	17K	DISKIO2.SRC	(*) disk I/O for STAGE2 processor
51.10	6K	DISKIO2-.DOC	(*) DOC on above
51.11	5K	FLD1.DAT	(*) Sample data for FLUB test
51.12	4K	FLD2.DAT	(*) 		"
51.13	13K	FLT1.FLB	(*) Sample program for FLUB test
51.14	11K	FLT2.FLB	(*)		"
51.15	1K	FLUB$.SUB	(*) Submit file for FLT1, FLT2, STG2.
51.16	4K	FLUB8080.S2M	(*) Macros to turn FLUB into 8080 asm
51.17	3K	HELP.DOC	First-timer's "to do" list.
51.18	2K	IMPL.DOC	(*) Notes on implementing STAGE2
51.19	2K	INTERACT.S2M	Another macro demo.
51.20	22K	INTRO.DOC	Sufficient info to "read" STAGE2 macros,
51.22	1K	IOOP$.SUB	(*) submit file for macro pass + asm of above
51.21	16K	IOOP.SRC	(*) I/O processor 8080 source
51.23	1K	MEMORY.INP	Another macro demo.
51.24	2K	ST2T.DAT	(*)
51.25	12K	STAGE2.COM	The executable macro processor itself.
51.26	48K	STG2.FLB	(*) Source for STAGE2 in FLUB code
51.27	5K	STG2MATH.ASM	(*) STAGE2 support routines
51.28	5K	STG2SUP.ASM	(*)		"
51.29	8K	TERM.ALX	Sample 8080 terminal program w/ALX macros.
51.30	3K	TERMSUP.ASM	Subroutines for TERM.ALX
51.31	2K	USE.DOC		How to execute STAGE2.
51.32	6K	VDB.ALX		TDL video driver in ALX, a "state machine".
51.33	5K	VOLUME51.DOC	Dick Curtiss' own excellent documentation.


Volume 52    	COPYFAST Version 3.5 by Chuck Weingart
		BATCH/VARBATCH by Daniel Ross

52.1	12K	BATCH.1		SIL80 source for BATCH.
52.2	10K	BATCH.3		SIL80 source for BATCH.
52.3	2K	BATCH.COM	Object file of above.
52.4	1K	BATCH.CTL	Control table for batch.
52.5	5K	BATCH.HEX	Hex file of above code.
52.6	35K	BATCH.RM	Batch Reference Manual (.DOC).
52.7	21K	BATCH.SYM	Batch Symbol Table.
52.8	2K	CPYFST35.ABS	Chuck's comments on Copyfast.
52.9	26K	CPYFST35.ASM	Source code for COPYFAST.
52.10	28K	CPYFST35.DOC	Documentation for COPYFAST.
52.11	2K	CPYFST3F.COM	Object of above, fast disks.
52.12	2K	CPYFST3M.COM	Object of above, medium disks.
52.13	2K	CPYFST3S.COM	Object of above, slow disks.
52.14	1K	CRCKLIST.CRC	CRC list of programs on this disk.
52.15	2K	EXAMPLE.BAT	Sample BATCH file.
52.16	23K	VARBATCH.1	SIL80 source for VARBATCH.(BATCH w/variables).
52.17	10K	VARBATCH.3	SIL80 source for VARBATCH.
52.18	3K	VARBATCH.COM	Object of above.
52.19	1K	VARBATCH.CTL	Control table of above.
52.20	7K	VARBATCH.HEX	Hex file of above.
52.21	29K	VARBATCH.SYM	Symbol table of above.

VOLUME 053	BDS-C Users group "original" Adventure disk.

VOLUME 54	Xitan Disk Basic:

54.1	3K	1CHECK.BAS	Solitaire checker puzzle.
54.2	2K	ALFABET2.BAS	Interactive alphabetizing
54.3	1K	ALFABETI.BAS	Original bugged version.
54.4	2K	ARITH.BAS	Simple addition and subtraction    
54.5	4K	BIOCAL.BAS	Biorythmic calendar (Bugs).
54.6	8K	BLKJAC.BAS	Blackjack (21) game.
54.7	3K	BOMBER.BAS	WW2 Bomber game.
54.8	2K	BOUNCE.BAS	Plots a bouncing ball.
54.9	7K	BUG.BAS		"Draw Bugs faster than your computer" game.
54.10	2K	BULCOW.BAS	Buggy program, number guessing game.
54.11	7K	BUNNY.BAS	Draws a "bunny" on your CRT.
54.12	3K	BUZZWD.BAS	Selects a list of "buzzwords".
54.13	4K	CHASE.BAS	High Voltage survival game.
54.14	6K	CHASE2.BAS	Construct and maneuver in a maze.
54.15	3K	CHOMP.BAS	Eat pieces of a cookie,last piece loses (NIM?).
54.16	3K	CRAPS.BAS	Standard Nevada table rules.
54.17	5K	CUBE.BAS	Get thru the cube & win a bet.
54.18	3K	DEFUSE.BAS	Find and defuse the bomb before...
54.19	1K	DIAMND.BAS	Fills screen with diamond shapes that spell DEC
54.20	3K	DRAW.BAS	Buggy program -- see abstract.
54.21	2K	DRINKS.BAS	"How to mix drinks", see abstract.
54.22	3K	FISHING.BAS	Catch fish in a lake, avoid hazards,
54.23	9K	FOOTBL.BAS	Standard professional rules,except no penalties
54.24	2K	FRACT.BAS	Fraction mathematics.
54.25	1K	GRAFIT.BAS	Some kind of student plotting program.
54.26	2K	GUNNER.BAS	Fire a field artillery weapon, bugs.
54.27	6K	HOCKEY.BAS	For hockey fans.
54.28	4K	HORSES.BAS	Place your bets on the horse races.
54.29	1K	INTEREST.BAS	Calculates simple and compund interest.
54.30	10K	KING.BAS	Land & Resources Management game.
54.31	2K	LITQZ.BAS	CAI: Literature quiz.
54.32	2K	MATH.BAS	See abstract for bugs.
54.33	2K	MUGWMP.BAS	Triangulation game.
54.34	3K	PICTUR.BAS	Draws your name and picture???
54.35	2K	POET.BAS	Random verse ala Edgar Allen Poe.
54.36	8K	POKER.BAS	Draw Poker.
54.37	1K	PRIME.BAS	Calculates prime numbers 
54.39	7K	QUBIC.BAS	3D Tic Tac Toe in a 4x4x4 cube, bugs.
54.40	3K	REVRSE.BAS	Arrange a list of numbers via reversals.
54.41	4K	ROCKET.BAS	Lunar Lander.
54.42	3K	ROCKT1.BAS	Lunar Lander.
54.43	4K	SNOOPY.BAS	Draws a "Snoopy" on your CRT or printer.
54.44	3K	SPORTS.BAS	CAI: Multiple choice questions about sports.
54.45	2K	STARS.BAS	Number guessing game.
54.46	8K	STOCK.BAS	Stock Market Simulation Game.
54.47	2K	TAKEAWAY.BAS	Remove asterisks from a collection ( "CHOMP" )
54.48	5K	TDRILL.BAS	Typing drill program.
54.49	4K	TENNIS.BAS	CAI: Multiple choice questions about...
54.50	2K	TEXT.BAS	Intro to some programs on this disk.
54.51	5K	TICTAC.BAS	9x9 grid tic tac toe.
54.52	2K	TRAP.BAS	"Guess the mystery number"
54.53	3K	TTTOE.BAS	Standard tic tac toe with bugs.
54.54	3K	TVPLOT.BAS	Humorous TV plots.
54.55	1K	TYPING.BAS	Typing drill with bugs.
54.56	4K	WEKDAY.BAS	Day of week that you were born.
54.57	3K	WISHES.BAS	Silly wish poems for kids.

Volume 55	SIG/M Volume 001
Volume 56	SIG/M Volume 002 
Volume 57	SIG/M Volume 011 
Volume 58	SIG/M Volume 004 
Volume 59	SIG/M Volume 005 
Volume 60	SIG/M Volume 006
Volume 61	SIG/M Volume 007
Volume 62	SIG/M Volume 008
Volume 63	SIG/M Volume 009
Volume 64	SIG/M Volume 010
Volume 65	SIG/M Volume 013
Volume 66	SIG/M Volume 014
Volume 67	SIG/M Volume 015
Volume 68	SIG/M Volume 016
Volume 69	SIG/M Volume 017
Volume 70	SIG/M Volume 018
